Vehicle Type,Pickup Location,Drop Location,Ride Distance
Go Sedan,Anand Vihar,Gurgaon Sector 29,37.62
Go Sedan,INA Market,Delhi Gate,5.95
Go Mini,Udyog Bhawan,Kanhaiya Nagar,20.88
Auto,Vinobapuri,Ghitorni,11.71
Go Mini,Shivaji Park,Palam Vihar,8.35
Premier Sedan,Jasola,Shastri Park,29.84
Auto,Malviya Nagar,Bahadurgarh,null
Go Mini,Punjabi Bagh,Manesar,null
Auto,ITO,Lok Kalyan Marg,11.34
Premier Sedan,Preet Vihar,Uttam Nagar,null
eBike,Aya Nagar,Tagore Garden,25.91
Auto,Udyog Vihar Phase 4,Mansarovar Park,33.26
Go Sedan,Munirka,Chhatarpur,47.4
Go Mini,Vatika Chowk,Ardee City,34.62
Auto,Shivaji Park,Chhatarpur,38.78
eBike,Samaypur Badli,Botanical Garden,38.33
Go Sedan,Green Park,Nawada,24.48
Premier Sedan,Keshav Puram,GTB Nagar,null
Auto,Janakpuri,Patel Chowk,16.84
Auto,Kashmere Gate,Yamuna Bank,null
Auto,Patel Chowk,Mansarovar Park,26.96
Bike,Bhiwadi,Kanhaiya Nagar,3.73
Go Mini,Shahdara,Panchsheel Park,8.35
Bike,Patel Chowk,Paschim Vihar,34.96
Go Mini,RK Puram,Gurgaon Railway Station,49.86
eBike,Jasola,Ardee City,45.35
Auto,Old Gurgaon,Noida Film City,16.76
Go Sedan,Laxmi Nagar,Botanical Garden,null
Auto,Khandsa,Moti Nagar,47.65
eBike,Bhikaji Cama Place,Karkarduma,19.35
Go Sedan,IIT Delhi,Greater Noida,7.53
Go Sedan,Sadar Bazar Gurgaon,Panchsheel Park,33.76
Go Sedan,Kashmere Gate,Bhiwadi,17.57
Go Mini,Narsinghpur,Sikanderpur,null
Go Mini,GTB Nagar,Noida Sector 62,null
eBike,Inderlok,Tis Hazari,null
eBike,Manesar,Uttam Nagar,null
Uber XL,Netaji Subhash Place,Akshardham,7.14
Bike,Udyog Vihar Phase 4,DLF Phase 3,null
Auto,Golf Course Road,Tughlakabad,9.08
Premier Sedan,Hauz Rani,Tilak Nagar,null
Premier Sedan,Vidhan Sabha,Sushant Lok,null
Bike,Huda City Centre,New Delhi Railway Station,null
Uber XL,Kanhaiya Nagar,Tilak Nagar,44.77
Go Mini,Saket,AIIMS,40.2
Go Sedan,Tughlakabad,Noida Film City,8.77
eBike,Ghitorni,Sadar Bazar Gurgaon,7.45
Go Sedan,New Delhi Railway Station,Gwal Pahari,null
Uber XL,Hauz Khas,Pragati Maidan,null
Go Sedan,Pitampura,Paschim Vihar,2.14
Auto,Subhash Chowk,Gwal Pahari,3.16
Uber XL,Vaishali,INA Market,null
Go Sedan,Dwarka Mor,Akshardham,15.31
Go Sedan,ITO,Hero Honda Chowk,46.75
Go Sedan,Dwarka Sector 21,Subhash Nagar,45.62
Auto,IFFCO Chowk,Netaji Subhash Place,14.42
Auto,Uttam Nagar,Keshav Puram,21.71
Bike,Lal Quila,IGI Airport,45.08
Go Sedan,Cyber Hub,Udyog Vihar Phase 4,null
Go Mini,Old Gurgaon,Hauz Khas,null
Auto,Ramesh Nagar,Connaught Place,13.08
Auto,IFFCO Chowk,Jor Bagh,null
Auto,Qutub Minar,Narsinghpur,null
Auto,Tagore Garden,Huda City Centre,null
eBike,Barakhamba Road,Gwal Pahari,null
Premier Sedan,Hauz Rani,Welcome,null
Go Mini,DLF Phase 3,Ashram,23.47
Premier Sedan,Noida Film City,Patel Chowk,11.53
Bike,Kashmere Gate ISBT,Central Secretariat,null
Go Mini,Sushant Lok,Palam Vihar,22.51
Premier Sedan,Hauz Rani,Ashok Vihar,17.86
Auto,Sultanpur,Ghitorni Village,9.16
Premier Sedan,Khan Market,Noida Sector 18,23.37
Auto,Vinobapuri,Green Park,null
Premier Sedan,Kashmere Gate ISBT,Malviya Nagar,43.65
Bike,Cyber Hub,Rajouri Garden,45.35
Go Sedan,Kirti Nagar,Ambience Mall,2.06
Go Mini,Jasola,Ramesh Nagar,18.89
Go Mini,Udyog Vihar Phase 4,IMT Manesar,null
Auto,Satguru Ram Singh Marg,Indirapuram,null
eBike,Greater Noida,IIT Delhi,26.48
Auto,IMT Manesar,Sarai Kale Khan,null
Go Mini,Basai Dhankot,Udyog Vihar Phase 4,8.64
Go Mini,Rohini,MG Road,null
Auto,Meerut,Hauz Khas,17.04
Go Sedan,Greater Kailash,Ashok Vihar,18.6
Go Mini,Inderlok,Udyog Vihar Phase 4,null
Go Sedan,Rithala,Narsinghpur,32.36
Go Sedan,Uttam Nagar,Govindpuri,null
eBike,DLF Phase 3,Kadarpur,44.57
Go Sedan,Khan Market,Old Gurgaon,42.14
Auto,Chandni Chowk,Paschim Vihar,null
Auto,Pragati Maidan,Ashok Park Main,32.25
eBike,Jama Masjid,Jahangirpuri,null
Go Mini,Govindpuri,Narsinghpur,null
Go Sedan,Peeragarhi,GTB Nagar,31.49
Go Mini,Sadar Bazar Gurgaon,Ashram,13.04
Premier Sedan,Connaught Place,Gurgaon Railway Station,33.1
eBike,Sultanpur,Kashmere Gate ISBT,15.02
Go Sedan,Kirti Nagar,Manesar,null
Auto,Jhilmil,Sarojini Nagar,19.39
Go Mini,Lok Kalyan Marg,Jhilmil,11.94
Go Mini,Barakhamba Road,Model Town,6.88
Auto,INA Market,Janakpuri,49.24
Go Sedan,Akshardham,Paschim Vihar,null
eBike,South Extension,Noida Film City,null
Premier Sedan,Palam Vihar,Yamuna Bank,20.11
Go Mini,Malviya Nagar,Dwarka Sector 21,null
eBike,Central Secretariat,Pulbangash,31.01
Auto,IIT Delhi,Tughlakabad,4.08
Go Mini,Gurgaon Railway Station,Hero Honda Chowk,42.77
Premier Sedan,Laxmi Nagar,Udyog Bhawan,9.99
Premier Sedan,Nirman Vihar,Mansarovar Park,null
Go Sedan,Okhla,Chhatarpur,5.8
Go Mini,Rajiv Nagar,Manesar,null
eBike,Malviya Nagar,Punjabi Bagh,26.96
Bike,Greater Noida,Model Town,null
Go Sedan,Udyog Bhawan,Punjabi Bagh,39.72
Go Mini,Shastri Nagar,IIT Delhi,34.37
Go Sedan,ITO,Kashmere Gate ISBT,null
Go Sedan,Sarai Kale Khan,Delhi Gate,13.03
Go Mini,Rohini West,Old Gurgaon,4.55
Go Sedan,Anand Vihar ISBT,Karkarduma,null
Bike,Mehrauli,Dwarka Sector 21,5.21
Auto,Kadarpur,Delhi Gate,7.63
Auto,India Gate,Mansarovar Park,31.38
eBike,Mandi House,GTB Nagar,7.58
Auto,Punjabi Bagh,RK Puram,30.74
eBike,Kirti Nagar,Meerut,null
Go Sedan,Bhiwadi,Jahangirpuri,null
Premier Sedan,Seelampur,Welcome,11.81
Uber XL,Dwarka Mor,Lal Quila,47.89
Go Sedan,Raj Nagar Extension,Aya Nagar,null
Go Mini,Ghitorni Village,Vishwavidyalaya,17.62
Go Mini,Tughlakabad,Rohini West,null
Premier Sedan,Panchsheel Park,Ramesh Nagar,23.09
Premier Sedan,Kanhaiya Nagar,Mansarovar Park,38.08
Go Mini,Rohini,Khandsa,null
Go Mini,Central Secretariat,Arjangarh,21.87
Premier Sedan,Okhla,Kashmere Gate ISBT,34.64
Auto,Welcome,Karkarduma,30.57
Auto,Ghitorni,Pitampura,null
Bike,Pragati Maidan,Saket A Block,23.78
Auto,ITO,Arjangarh,5.55
Bike,Kirti Nagar,Sarojini Nagar,38.36
Auto,Janakpuri,Mundka,26.37
Auto,Ghaziabad,Indraprastha,10.76
Go Mini,Dilshad Garden,Manesar,null
eBike,Nehru Place,Sarojini Nagar,3.03
Auto,Raj Nagar Extension,Inderlok,25.63
Go Sedan,Kadarpur,Chanakyapuri,45.41
Go Sedan,Indraprastha,Vasant Kunj,null
Auto,Inderlok,Vinobapuri,14.93
Bike,Malviya Nagar,Jor Bagh,40.06
Go Sedan,Kaushambi,Sohna Road,18.84
Go Sedan,Cyber Hub,Netaji Subhash Place,42.38
Go Mini,Central Secretariat,Saidulajab,null
Premier Sedan,New Delhi Railway Station,Shahdara,null
Go Sedan,Shahdara,Connaught Place,16.24
Bike,Udyog Vihar,Azadpur,35.83
Go Sedan,Subhash Chowk,Dwarka Mor,2.87
Bike,Mehrauli,Lok Kalyan Marg,11.33
Bike,Noida Extension,Noida Sector 62,11.06
Go Mini,Kherki Daula Toll,Kashmere Gate ISBT,null
Go Sedan,Gurgaon Railway Station,Noida Extension,42.71
Auto,Udyog Bhawan,Subhash Chowk,15.02
Auto,Narsinghpur,Udyog Vihar,null
Go Mini,MG Road,Kirti Nagar,null
Go Sedan,Kashmere Gate ISBT,IFFCO Chowk,20.58
Bike,Azadpur,Hauz Rani,9.55
Go Sedan,Narsinghpur,ITO,null
Go Mini,Hero Honda Chowk,Ramesh Nagar,null
Auto,Govindpuri,Rajouri Garden,15.75
Uber XL,Mehrauli,Badarpur,29.37
Go Sedan,Lal Quila,Meerut,2.69
Bike,Gurgaon Railway Station,Palam Vihar,26.43
Go Sedan,AIIMS,Rithala,null
Premier Sedan,Vaishali,Tilak Nagar,36.85
Auto,Botanical Garden,Manesar,8.46
Auto,Laxmi Nagar,Huda City Centre,4.05
Bike,Rithala,Laxmi Nagar,7.86
Go Sedan,Rohini East,Kanhaiya Nagar,14.49
Premier Sedan,Aya Nagar,Jasola,null
Go Sedan,IGNOU Road,Adarsh Nagar,14.08
Go Sedan,Barakhamba Road,Dwarka Mor,42.66
Go Mini,Kaushambi,Lok Kalyan Marg,22.01
Go Sedan,Mandi House,Vaishali,null
Bike,Subhash Chowk,Shahdara,40.85
Premier Sedan,Mehrauli,Badshahpur,29.06
Go Mini,Okhla,GTB Nagar,null
Go Mini,Ardee City,Preet Vihar,16.77
Auto,Vinobapuri,Noida Film City,21.61
Go Sedan,Maidan Garhi,Ashram,17.7
Bike,Dilshad Garden,Ramesh Nagar,null
Go Sedan,Jasola,Mansarovar Park,null
Bike,Indirapuram,Nawada,38.06
Auto,Adarsh Nagar,Tughlakabad,34.92
Go Mini,Vinobapuri,Vatika Chowk,null
Auto,Janakpuri,Ghitorni Village,45.09
Go Sedan,Gurgaon Sector 56,Mansarovar Park,14.56
Bike,Model Town,Uttam Nagar,null
Bike,Shastri Nagar,Vatika Chowk,null
Auto,Vasant Kunj,Jasola,7.23
Go Mini,Panipat,Munirka,40.97
Auto,Vinobapuri,Jasola,null
eBike,Sarai Kale Khan,Anand Vihar,11.69
eBike,New Colony,Karol Bagh,null
Go Mini,Chhatarpur,Ardee City,21.08
Auto,Ghaziabad,Udyog Bhawan,21.74
Premier Sedan,Basai Dhankot,Gwal Pahari,34.89
Go Mini,Indraprastha,Sonipat,21.19
Auto,Bhiwadi,Golf Course Road,37.66
eBike,Cyber Hub,Vatika Chowk,null
Bike,Chirag Delhi,Kadarpur,41.18
Auto,Mansarovar Park,Chanakyapuri,34.28
Uber XL,Noida Sector 18,Saidulajab,46.49
Auto,Malviya Nagar,Mandi House,15.44
Auto,Vishwavidyalaya,Chhatarpur,null
Go Mini,Sikanderpur,Chirag Delhi,3.37
Go Mini,Ashok Park Main,Gurgaon Sector 29,27.87
Go Sedan,Rajouri Garden,Jhilmil,19.72
Premier Sedan,Ghitorni,Sohna Road,22.35
Go Sedan,IMT Manesar,Lajpat Nagar,27.88
Go Sedan,Tis Hazari,Paharganj,13.51
Go Sedan,Netaji Subhash Place,Saidulajab,27.41
Auto,Sultanpur,Sonipat,null
Premier Sedan,Rohini,Ambience Mall,null
Premier Sedan,Sushant Lok,Chhatarpur,44.43
Bike,Paschim Vihar,Seelampur,18.93
Auto,Kanhaiya Nagar,Jama Masjid,8.59
Go Mini,Sultanpur,Mansarovar Park,null
Bike,Okhla,Mayur Vihar,18.79
Go Sedan,Indirapuram,Panipat,11.48
Premier Sedan,Greater Noida,Sarojini Nagar,18.43
Bike,Kherki Daula Toll,Netaji Subhash Place,null
Auto,Udyog Vihar,Samaypur Badli,16.72
Go Mini,Ghitorni Village,Anand Vihar,null
Go Mini,Jor Bagh,New Colony,22.82
Uber XL,Welcome,Bahadurgarh,null
Premier Sedan,Jhilmil,Punjabi Bagh,45.52
Auto,Botanical Garden,Sarojini Nagar,42.48
Go Sedan,Laxmi Nagar,Dwarka Mor,null
Auto,Mundka,Netaji Subhash Place,26.43
eBike,Huda City Centre,Noida Film City,43.42
Premier Sedan,Raj Nagar Extension,Dwarka Sector 21,43.48
Auto,Kashmere Gate ISBT,ITO,11.42
Go Mini,Panipat,Khandsa,4.21
eBike,Chanakyapuri,Basai Dhankot,null
Go Mini,MG Road,Badarpur,null
Premier Sedan,Sonipat,Ghitorni,null
Auto,Chhatarpur,Ardee City,null
Auto,Punjabi Bagh,Udyog Vihar Phase 4,14.05
Auto,Paharganj,Lok Kalyan Marg,34.83
Premier Sedan,Rajouri Garden,Satguru Ram Singh Marg,null
Bike,Punjabi Bagh,Greater Noida,35.95
Go Sedan,Barakhamba Road,Karol Bagh,11.13
Auto,Udyog Vihar Phase 4,INA Market,35.65
Go Mini,Kadarpur,Lal Quila,17.48
Bike,Udyog Vihar Phase 4,Yamuna Bank,31.67
Go Mini,India Gate,Bahadurgarh,null
Premier Sedan,Sultanpur,Raj Nagar Extension,33
Premier Sedan,Shahdara,Tis Hazari,null
Go Sedan,MG Road,Dwarka Mor,13.19
Go Sedan,Huda City Centre,Hauz Rani,2
Auto,Kadarpur,Kherki Daula Toll,null
Auto,Dwarka Sector 21,Qutub Minar,33.99
Auto,Qutub Minar,Pitampura,null
Premier Sedan,Gurgaon Sector 56,Samaypur Badli,3
Go Mini,Basai Dhankot,Kherki Daula Toll,null
Go Sedan,Sarai Kale Khan,Narsinghpur,14.6
Go Mini,Basai Dhankot,New Colony,null
Uber XL,Gurgaon Railway Station,Moolchand,null
eBike,Raj Nagar Extension,IGNOU Road,null
Go Sedan,Kadarpur,Qutub Minar,20.39
Auto,Old Gurgaon,Paschim Vihar,26.65
Go Sedan,Jasola,Rithala,null
Auto,Okhla,Samaypur Badli,16.7
Go Mini,Old Gurgaon,Jahangirpuri,null
Auto,Anand Vihar,Ardee City,7.86
Premier Sedan,Jahangirpuri,Botanical Garden,36.88
Auto,Sikanderpur,Panchsheel Park,31.07
Auto,Green Park,Connaught Place,null
Go Mini,Khandsa,Gwal Pahari,7.21
eBike,Vidhan Sabha,Anand Vihar,42.9
Go Mini,Preet Vihar,Mansarovar Park,35.12
Go Mini,Bahadurgarh,Anand Vihar,24.76
Auto,Bahadurgarh,Chandni Chowk,null
Bike,Green Park,Ardee City,39.4
Go Mini,Nirman Vihar,Jor Bagh,null
Go Sedan,Basai Dhankot,Vinobapuri,7.85
Bike,Samaypur Badli,ITO,null
Go Sedan,Ambience Mall,Moti Nagar,null
Auto,Subhash Chowk,New Delhi Railway Station,47.78
Bike,Karol Bagh,INA Market,10.69
Auto,Janakpuri,Sikanderpur,null
Auto,Hauz Rani,DLF City Court,22.24
Auto,Indirapuram,Sohna Road,6.39
Bike,Punjabi Bagh,Gurgaon Railway Station,null
Auto,ITO,Udyog Vihar Phase 4,6.17
Go Mini,Ambience Mall,Patel Chowk,6.31
Auto,Mandi House,Moti Nagar,null
eBike,Noida Extension,Pitampura,null
Auto,Panchsheel Park,Peeragarhi,null
Go Mini,Ashram,Kashmere Gate ISBT,38.59
Go Sedan,DLF City Court,South Extension,null
Go Sedan,Sonipat,Hauz Khas,null
Bike,Rajiv Nagar,Jhilmil,16.32
Go Sedan,Pulbangash,DLF Phase 3,3.87
eBike,Kashmere Gate ISBT,Seelampur,49.29
Go Mini,Sarai Kale Khan,Cyber Hub,null
Go Mini,Ashok Park Main,Kalkaji,null
Go Mini,Arjangarh,Munirka,null
eBike,Ramesh Nagar,Azadpur,null
Bike,Arjangarh,Adarsh Nagar,3.95
Auto,Noida Film City,New Colony,11.08
Go Mini,Bhikaji Cama Place,GTB Nagar,2.99
Go Mini,Mansarovar Park,Nehru Place,null
Go Mini,Gurgaon Railway Station,Shivaji Park,38.12
Bike,Palam Vihar,MG Road,22.68
Go Mini,Green Park,Anand Vihar ISBT,null
Go Mini,Tilak Nagar,Shastri Park,null
Premier Sedan,Ghitorni Village,Bhikaji Cama Place,20.12
Go Sedan,Okhla,Dwarka Sector 21,null
Auto,Badshahpur,RK Puram,null
Premier Sedan,Tilak Nagar,Chhatarpur,9.76
Go Sedan,Shivaji Park,Maidan Garhi,17.75
Premier Sedan,Golf Course Road,Sohna Road,null
Go Mini,Bhiwadi,Punjabi Bagh,15.44
Bike,Laxmi Nagar,Okhla,null
Auto,Rohini,Qutub Minar,34.09
Bike,MG Road,Arjangarh,37.44
Go Sedan,Noida Sector 18,Munirka,15.18
Go Sedan,Rohini,Indraprastha,29.14
Go Mini,Anand Vihar,Seelampur,4.81
Bike,Inderlok,Bhikaji Cama Place,null
Premier Sedan,Tilak Nagar,Bahadurgarh,8.21
Auto,Yamuna Bank,Laxmi Nagar,35.9
Go Sedan,Hauz Khas,Madipur,20.98
Bike,Udyog Vihar Phase 4,Sonipat,7.04
Auto,Chhatarpur,Akshardham,null
Go Mini,Udyog Bhawan,Sushant Lok,null
Go Sedan,Ghitorni,Samaypur Badli,33.09
Premier Sedan,Keshav Puram,Nawada,35.56
Go Mini,Vatika Chowk,Karol Bagh,32.11
eBike,Manesar,Khan Market,null
Auto,Central Secretariat,Jama Masjid,8.04
Auto,Badarpur,Rohini West,null
Bike,Akshardham,Tagore Garden,null
Auto,Karol Bagh,Peeragarhi,null
Go Mini,New Delhi Railway Station,Ardee City,15.59
Auto,Vaishali,Saidulajab,null
Go Sedan,Aya Nagar,Anand Vihar ISBT,29.27
Go Sedan,Rithala,Mayur Vihar,32.22
Premier Sedan,Kherki Daula Toll,DLF Phase 3,47.83
Premier Sedan,Netaji Subhash Place,Ghaziabad,16.2
Auto,Indirapuram,Gurgaon Sector 29,null
Bike,Mehrauli,Anand Vihar,null
Auto,Nehru Place,IFFCO Chowk,null
Go Mini,Kaushambi,Golf Course Road,17.41
Go Sedan,Khandsa,Netaji Subhash Place,24.48
Auto,Vasant Kunj,Rajiv Nagar,null
Go Mini,Rohini,Green Park,11.21
Go Mini,Azadpur,Mandi House,43.62
Go Sedan,Kadarpur,Karol Bagh,null
eBike,Indraprastha,Pulbangash,48.44
Premier Sedan,Uttam Nagar,Manesar,46.01
Auto,Khandsa,Dwarka Sector 21,46.21
Go Mini,Saidulajab,Bhiwadi,null
Bike,IIT Delhi,Faridabad Sector 15,26.54
Auto,Saidulajab,Sadar Bazar Gurgaon,31.37
Bike,RK Puram,Akshardham,8.29
Go Mini,Punjabi Bagh,Dwarka Mor,null
Bike,Gurgaon Railway Station,Pitampura,24.38
Auto,Peeragarhi,Ghitorni Village,35.35
Auto,Narsinghpur,Ashok Vihar,36.95
Go Sedan,DLF City Court,Munirka,34.27
Go Mini,Maidan Garhi,Ashok Park Main,47.31
Go Mini,MG Road,Tis Hazari,48.72
Bike,Subhash Nagar,Udyog Vihar Phase 4,8.46
Go Mini,Faridabad Sector 15,INA Market,17.37
Auto,Moolchand,Munirka,null
Auto,Hauz Rani,Cyber Hub,44.98
eBike,Nehru Place,Meerut,3.8
Bike,IIT Delhi,Pitampura,48.84
Premier Sedan,Greater Kailash,Narsinghpur,null
Bike,DLF Phase 3,Madipur,null
Go Mini,Janakpuri,Jama Masjid,34.22
Go Sedan,Basai Dhankot,Karkarduma,36.37
Auto,Connaught Place,Hauz Khas,1.38
Bike,Botanical Garden,Gurgaon Sector 56,null
Premier Sedan,Welcome,South Extension,36.27
Auto,Vishwavidyalaya,Anand Vihar,8.01
Bike,IGNOU Road,Sonipat,47.06
Auto,ITO,Uttam Nagar,45.66
Premier Sedan,Pulbangash,Connaught Place,null
Auto,Rohini East,Kanhaiya Nagar,29.04
Auto,Kadarpur,Noida Film City,48.37
Go Mini,Hauz Rani,Yamuna Bank,15.08
Bike,New Colony,Peeragarhi,null
Go Mini,Jhilmil,Hauz Khas,22.6
Go Mini,Gurgaon Railway Station,Satguru Ram Singh Marg,null
Premier Sedan,Khandsa,Mehrauli,34.67
Premier Sedan,Aya Nagar,Saidulajab,35.5
Premier Sedan,Moolchand,Rajiv Chowk,39.57
Go Mini,Kaushambi,Kashmere Gate ISBT,5.28
Auto,GTB Nagar,Subhash Nagar,null
Bike,Kirti Nagar,Govindpuri,null
Bike,Meerut,Sikanderpur,19.25
eBike,Govindpuri,Tilak Nagar,null
eBike,Sadar Bazar Gurgaon,Anand Vihar ISBT,30.99
Auto,Uttam Nagar,Mayur Vihar,38.12
Go Mini,Patel Chowk,Ambience Mall,39.38
Premier Sedan,Anand Vihar ISBT,Noida Sector 18,47.68
Go Mini,DLF City Court,Subhash Chowk,13.66
Go Sedan,Ghitorni,Saket,42.12
Go Mini,Cyber Hub,Meerut,16.93
Auto,Nirman Vihar,IMT Manesar,41.92
Go Mini,Dwarka Mor,Jama Masjid,30.14
Go Mini,DLF Phase 3,Sohna Road,46.64
eBike,Panchsheel Park,Munirka,null
Auto,Kashmere Gate,DLF Phase 3,5.35
Auto,India Gate,GTB Nagar,33.61
Bike,Saket A Block,Vishwavidyalaya,29.92
Auto,DLF City Court,Qutub Minar,48.07
eBike,Jama Masjid,Central Secretariat,null
Premier Sedan,Samaypur Badli,IGNOU Road,null
Bike,Anand Vihar,Moolchand,null
eBike,New Delhi Railway Station,Ghitorni Village,null
Go Sedan,Maidan Garhi,Bhikaji Cama Place,null
Go Mini,Ashram,Faridabad Sector 15,null
Premier Sedan,Seelampur,Mehrauli,3.44
Go Mini,Noida Sector 62,Arjangarh,null
Bike,IGI Airport,Bhiwadi,40.48
Uber XL,MG Road,Govindpuri,null
Go Mini,New Delhi Railway Station,Qutub Minar,22.28
Premier Sedan,Khan Market,Model Town,40.85
Go Sedan,Greater Kailash,Chanakyapuri,46.84
Go Mini,Huda City Centre,Mehrauli,22.65
Auto,Mandi House,Anand Vihar,null
Go Sedan,Tughlakabad,Mayur Vihar,null
Go Mini,Ardee City,Dilshad Garden,34.44
Go Mini,Karol Bagh,Hauz Rani,16.14
Premier Sedan,South Extension,Connaught Place,48.6
Bike,IMT Manesar,Greater Kailash,19.42
eBike,Gurgaon Sector 29,Ghaziabad,null
Go Sedan,Green Park,Vinobapuri,36.42
Go Mini,Jasola,Ardee City,null
eBike,IGI Airport,Rohini,44.15
Auto,Jor Bagh,Punjabi Bagh,35.82
Auto,Moolchand,Rohini East,14.07
Bike,Rohini West,Gurgaon Sector 56,null
Go Sedan,Connaught Place,Subhash Chowk,25.63
Bike,IGNOU Road,Hauz Rani,null
Auto,Mundka,Kirti Nagar,25.59
Go Sedan,Mehrauli,Munirka,null
Auto,Karkarduma,Gwal Pahari,10.09
Bike,Rithala,Malviya Nagar,38.92
Premier Sedan,Seelampur,Sarai Kale Khan,15.32
Bike,Rajouri Garden,Qutub Minar,6.79
Uber XL,Delhi Gate,Model Town,16.08
Auto,India Gate,Vatika Chowk,37.14
Go Mini,Mandi House,Noida Film City,null
Auto,GTB Nagar,Kadarpur,32.99
Go Mini,South Extension,Gwal Pahari,7.71
Auto,Gwal Pahari,Sadar Bazar Gurgaon,21.33
Go Mini,Udyog Vihar Phase 4,Gurgaon Railway Station,null
Auto,Munirka,Gurgaon Sector 56,11.91
Auto,Madipur,Nehru Place,22.07
Auto,Preet Vihar,Sushant Lok,28.68
Go Sedan,Tagore Garden,Sadar Bazar Gurgaon,43.49
Auto,Narsinghpur,Noida Film City,33.02
Go Sedan,Rithala,Okhla,22.35
Go Mini,New Delhi Railway Station,Anand Vihar ISBT,15.22
Go Mini,Lal Quila,Greater Kailash,1.13
Bike,Lajpat Nagar,Dwarka Sector 21,48.51
Bike,Paschim Vihar,Hauz Rani,15.76
Go Sedan,Greater Kailash,Panipat,38.33
Go Mini,Bhikaji Cama Place,IMT Manesar,20.15
Auto,Ghitorni,Punjabi Bagh,null
Go Sedan,Jor Bagh,Munirka,10.82
Bike,Nirman Vihar,India Gate,35.13
Bike,Golf Course Road,Saidulajab,null
eBike,IGI Airport,Ramesh Nagar,22.67
Bike,GTB Nagar,Moti Nagar,19.3
Go Mini,Gurgaon Sector 29,Aya Nagar,27
Premier Sedan,Keshav Puram,ITO,null
Auto,Udyog Bhawan,Lok Kalyan Marg,null
eBike,Faridabad Sector 15,Sadar Bazar Gurgaon,47.71
Go Sedan,Gurgaon Sector 56,Shivaji Park,null
Go Sedan,Sohna Road,Shastri Nagar,43.35
Bike,Basai Dhankot,Sarai Kale Khan,45.19
Premier Sedan,Inderlok,Preet Vihar,null
Bike,Vatika Chowk,Sikanderpur,46.15
Auto,Pragati Maidan,Lal Quila,48.25
Premier Sedan,Lajpat Nagar,Khan Market,null
Bike,Aya Nagar,Samaypur Badli,null
Go Sedan,Karkarduma,Dilshad Garden,44.98
Bike,Lal Quila,Jahangirpuri,15.94
Auto,Vinobapuri,Raj Nagar Extension,9.72
Go Sedan,Kashmere Gate ISBT,Jasola,22.76
Auto,Ramesh Nagar,Rohini,19.84
Auto,Satguru Ram Singh Marg,Chandni Chowk,9.1
Go Mini,Kherki Daula Toll,Maidan Garhi,null
Premier Sedan,Ghitorni,Satguru Ram Singh Marg,38.96
Bike,Bhikaji Cama Place,Khandsa,null
Go Mini,Khandsa,Nehru Place,null
Bike,MG Road,Nawada,null
Auto,Panipat,DLF Phase 3,null
Bike,Botanical Garden,Tilak Nagar,11.18
Auto,Paschim Vihar,New Delhi Railway Station,42.33
Go Mini,IIT Delhi,Paharganj,null
Auto,Arjangarh,Nawada,null
Bike,Jama Masjid,Vatika Chowk,12.64
Go Mini,Bhikaji Cama Place,Old Gurgaon,42.77
Bike,Jama Masjid,Rajouri Garden,33.89
Go Mini,Mayur Vihar,Botanical Garden,4.74
eBike,Lajpat Nagar,Shahdara,2.67
Go Sedan,Kherki Daula Toll,Subhash Nagar,null
Auto,Paschim Vihar,Shahdara,null
Bike,Hauz Khas,Qutub Minar,22.54
Go Sedan,Dwarka Mor,Kashmere Gate ISBT,null
Auto,Rajiv Chowk,Ashok Vihar,13.86
Bike,Vishwavidyalaya,Welcome,46.85
Go Mini,Dwarka Sector 21,Dwarka Mor,31.49
Go Sedan,Cyber Hub,Golf Course Road,null
Go Mini,Khan Market,Azadpur,null
Go Sedan,Botanical Garden,Ardee City,47.35
Premier Sedan,Subhash Chowk,Jahangirpuri,13.47
Auto,Sikanderpur,Noida Sector 18,null
Go Mini,Malviya Nagar,Yamuna Bank,14.75
Auto,Ghitorni,Sultanpur,null
Uber XL,New Delhi Railway Station,Mandi House,3.67
Auto,Gwal Pahari,Palam Vihar,null
Premier Sedan,Vinobapuri,Jhilmil,32.6
Bike,Rohini,Hero Honda Chowk,46.59
Go Sedan,Saket A Block,Pataudi Chowk,34.65
Auto,Laxmi Nagar,Nirman Vihar,null
eBike,Meerut,IMT Manesar,null
Auto,ITO,Sonipat,30.18
Go Mini,Karkarduma,Chanakyapuri,29.38
Auto,Udyog Vihar Phase 4,Govindpuri,null
Go Mini,Karkarduma,Paharganj,null
Go Mini,Old Gurgaon,Ambience Mall,44.25
Bike,Noida Sector 62,Azadpur,30.17
Auto,Bhiwadi,Shastri Park,null
Bike,Malviya Nagar,Tilak Nagar,null
Go Mini,IGNOU Road,Peeragarhi,25.73
Bike,Azadpur,Panchsheel Park,44.07
eBike,Ambience Mall,Hero Honda Chowk,14.49
Bike,Manesar,GTB Nagar,23.78
Auto,Faridabad Sector 15,IMT Manesar,47.94
Go Sedan,New Colony,Kirti Nagar,15.28
Premier Sedan,Saidulajab,Sikanderpur,10.74
Bike,Sushant Lok,Dilshad Garden,12.97
Go Sedan,Noida Extension,Rajiv Nagar,31.29
Go Sedan,Karol Bagh,Lal Quila,35.4
Bike,Karol Bagh,Dilshad Garden,null
Auto,Punjabi Bagh,Shastri Park,40.02
